0,2,0.933,732.0,159.5,930.7,374.4
0,0,0.899,295.0,163.4,456.4,288.7
0,1,0.687,1107.8,170.7,1193.4,319.3
1,2,0.941,735.0,156.4,942.0,374.7
1,0,0.903,295.4,161.9,452.8,284.0
1,1,0.643,1132.5,163.1,1220.7,318.0
2,0,0.916,295.1,154.4,449.6,275.4
2,2,0.915,741.8,148.1,947.9,374.1
2,1,0.655,1162.1,154.0,1241.8,315.8
3,2,0.943,746.3,144.8,951.8,374.8
3,0,0.940,291.9,146.8,447.4,268.4
3,1,0.549,1190.9,147.6,1241.8,312.4
4,2,0.945,748.8,144.3,955.0,373.9
4,0,0.941,290.8,146.6,445.4,267.1
5,0,0.950,290.2,148.2,442.8,266.5
5,2,0.931,752.9,146.0,955.4,374.0
5,0,0.251,359.6,153.9,459.9,203.9
6,0,0.927,290.5,148.8,439.3,266.9
6,2,0.916,749.8,145.2,967.6,373.7
6,0,0.522,384.5,159.2,464.8,202.3
7,2,0.933,757.8,150.2,972.6,373.8
7,0,0.909,288.9,151.2,438.1,267.8
7,0,0.669,393.6,162.1,477.4,205.2
8,2,0.922,757.2,155.6,976.2,373.7
8,0,0.901,286.9,153.8,435.3,267.2
8,0,0.708,397.5,165.1,480.1,205.9
9,2,0.929,757.1,155.6,978.8,373.7
9,0,0.924,285.1,154.3,432.1,266.6
9,0,0.783,403.6,165.5,488.1,206.6
10,0,0.930,282.9,158.1,429.4,269.6
10,2,0.928,757.3,159.0,970.8,373.4
10,0,0.810,413.2,169.1,496.4,209.7
10,0,0.262,0.4,197.5,46.9,373.0
11,2,0.930,756.0,157.3,968.0,373.4
11,0,0.920,283.2,159.7,427.0,269.1
11,0,0.850,417.3,169.8,502.7,212.0
12,2,0.937,752.8,155.7,960.6,373.5
12,0,0.921,281.5,155.9,423.4,264.5
12,0,0.827,424.6,166.9,509.9,208.1
13,2,0.947,748.4,156.5,958.5,373.4
13,0,0.909,280.1,153.0,420.1,262.6
13,0,0.832,432.7,165.9,518.6,208.1
14,2,0.941,746.7,157.7,953.4,373.5
14,0,0.925,280.0,155.2,419.2,264.0
14,0,0.839,442.0,166.0,526.1,207.1
15,2,0.922,743.4,160.2,951.1,373.7
15,0,0.913,279.2,154.0,417.3,262.6
15,0,0.860,448.1,166.8,538.3,209.7
16,2,0.923,736.8,159.9,948.1,373.5
16,0,0.901,280.3,155.4,415.0,258.0
16,0,0.821,455.8,163.5,543.8,206.4
17,2,0.942,729.9,163.1,941.9,373.7
17,0,0.917,280.1,158.2,413.1,259.7
17,0,0.827,464.0,167.0,552.7,209.8
18,2,0.939,729.3,170.4,931.7,373.5
18,0,0.874,279.7,166.6,411.1,266.1
18,0,0.843,472.8,171.4,555.3,215.9
19,2,0.930,724.3,178.0,922.2,373.4
19,0,0.890,282.7,171.7,412.4,273.3
19,0,0.832,480.4,177.4,569.8,222.4
20,2,0.917,718.6,181.6,916.3,373.8
20,0,0.905,284.7,177.7,411.6,276.0
20,0,0.836,487.6,181.0,576.2,226.5
21,2,0.945,708.2,177.5,905.6,373.8
21,0,0.902,288.2,177.4,411.0,276.7
21,0,0.870,494.2,181.2,586.6,225.7
22,2,0.921,700.7,171.5,895.1,373.9
22,0,0.905,292.6,173.1,410.6,270.4
22,0,0.837,502.2,175.4,595.9,221.2
23,2,0.924,700.0,174.5,884.6,373.5
23,0,0.899,295.3,168.7,411.8,266.5
23,0,0.845,510.2,171.9,602.2,218.6
24,2,0.945,690.2,172.8,880.5,373.6
24,0,0.910,301.1,169.7,412.0,266.2
24,0,0.853,516.2,172.3,614.0,219.7
25,0,0.936,307.0,169.6,413.9,265.2
25,2,0.916,677.4,171.6,861.9,372.0
25,0,0.842,524.1,171.2,620.4,221.0
26,0,0.926,313.7,162.2,415.9,257.3
26,2,0.912,674.6,171.3,850.7,369.7
26,0,0.840,534.9,167.5,627.7,213.4
27,2,0.920,659.8,155.3,846.9,367.1
27,0,0.920,322.0,158.1,418.9,249.9
27,0,0.831,541.9,159.8,640.8,209.9
28,2,0.936,648.8,163.0,830.8,361.0
28,0,0.917,329.9,158.3,420.0,250.1
28,0,0.811,552.0,159.2,649.7,207.8
29,2,0.934,642.5,160.1,812.8,356.2
29,0,0.904,334.6,161.2,423.2,251.8
29,0,0.761,558.0,159.9,660.3,212.2
30,2,0.924,635.4,163.4,801.9,355.6
30,0,0.899,340.2,161.0,428.5,252.3
30,0,0.809,566.2,161.1,665.8,213.2
31,2,0.930,620.2,161.9,788.0,361.9
31,0,0.886,345.5,160.2,432.3,249.4
31,0,0.796,577.7,161.8,671.6,213.1
32,2,0.927,614.2,162.0,772.5,359.2
32,0,0.904,352.6,161.3,437.6,249.2
32,0,0.830,588.4,161.9,694.5,214.4
33,2,0.938,608.2,161.5,758.5,342.8
33,0,0.859,359.0,161.2,451.8,248.0
33,0,0.776,597.4,163.6,699.2,212.5
33,0,0.299,329.6,164.8,444.9,217.8
34,2,0.927,594.2,167.1,753.5,340.6
34,0,0.912,366.5,161.1,463.8,247.4
34,0,0.765,605.3,159.3,706.1,206.7
35,2,0.929,589.4,158.7,737.1,334.1
35,0,0.904,375.9,159.4,476.0,244.9
35,0,0.688,614.2,157.2,717.0,214.2
36,2,0.924,583.5,154.6,724.1,331.2
36,0,0.890,386.7,154.8,487.5,239.8
36,0,0.571,624.6,152.6,732.8,212.9
36,0,0.415,351.5,166.7,449.6,207.8
