0,0,0,0.691,302.0,163.0,458.2,299.1
0,1,2,0.738,735.1,167.4,934.9,372.5
0,2,1,0.940,1108.4,166.9,1205.8,324.9
1,0,0,0.720,298.0,162.4,454.5,291.1
1,1,2,0.728,736.0,162.1,938.6,372.7
1,2,1,0.891,1124.1,163.1,1216.8,327.7
2,0,0,0.748,296.2,158.1,451.3,283.1
2,1,2,0.677,742.8,157.2,940.4,373.3
2,2,1,0.907,1133.9,158.0,1217.5,328.7
3,0,0,0.708,294.3,153.0,449.9,277.2
3,1,2,0.677,743.0,157.1,940.6,373.2
3,2,1,0.812,1140.0,154.4,1225.0,326.4
4,0,0,0.727,293.7,149.8,448.4,274.0
4,1,2,0.667,752.7,150.6,949.4,371.9
4,2,1,0.754,1153.0,153.3,1232.5,327.2
5,0,0,0.702,291.1,148.4,446.5,271.9
5,1,2,0.667,753.8,150.0,950.6,371.4
5,2,1,0.754,1154.9,153.0,1234.5,326.9
5,3,0,0.582,368.7,157.6,453.2,202.0
6,0,0,0.702,290.4,147.3,445.9,270.8
6,1,2,0.716,759.9,149.1,957.1,371.8
6,2,1,0.754,1156.9,152.7,1236.4,326.6
6,3,0,0.686,377.9,161.2,456.2,202.1
7,0,0,0.702,289.8,146.2,445.3,269.7
7,1,2,0.761,764.5,149.2,961.8,372.3
7,2,1,0.754,1158.9,152.4,1238.4,326.3
7,3,0,0.724,382.8,161.1,464.1,203.4
8,0,0,0.699,285.7,150.1,439.6,271.2
8,1,2,0.722,766.6,150.0,966.6,371.9
8,2,1,0.754,1160.9,152.1,1240.4,326.0
8,3,0,0.734,386.6,164.3,469.9,204.3
9,0,0,0.699,284.3,149.5,438.2,270.7
9,1,2,0.722,769.1,149.8,969.1,371.7
9,2,1,0.754,1162.8,151.8,1242.4,325.8
9,3,0,0.722,395.0,167.5,478.8,207.9
10,0,0,0.699,283.0,149.0,436.9,270.1
10,1,2,0.764,767.3,153.2,969.3,373.8
10,2,1,0.754,1164.8,151.5,1244.3,325.5
